,draft_overall,draft_round,draft_year,player,position,school,conference,team_nfl,avg_grade,avg_pass_cmp,avg_pass_att,avg_pass_cmp_pct,avg_pass_yds,avg_pass_yds_per_att,avg_adj_pass_yds_per_att,avg_pass_td,avg_pass_int,avg_pass_rating,avg_rush_att,avg_rush_yds,avg_rush_yds_per_att,avg_rush_td,avg_rec,avg_rec_yds,avg_rec_yds_per_rec,avg_rec_td,avg_scrim_att,avg_scrim_yds,avg_scrim_yds_per_att,avg_scrim_td,avg_tackles_solo,avg_tackles_assists,avg_tackles_total,avg_tackles_loss,avg_sacks,avg_def_int,avg_def_int_yds,avg_def_int_yds_per_int,avg_def_int_td,avg_pass_defended,avg_fumbles_rec,avg_fumbles_rec_yds,avg_fumbles_rec_td,avg_fumbles_forced,avg_punt_ret,avg_punt_ret_yds,avg_punt_ret_yds_per_ret,avg_punt_ret_td,avg_kick_ret,avg_kick_ret_yds,avg_kick_ret_yds_per_ret,avg_kick_ret_td,final_year_pass_cmp,final_year_pass_att,final_year_pass_cmp_pct,final_year_pass_yds,final_year_pass_yds_per_att,final_year_adj_pass_yds_per_att,final_year_pass_td,final_year_pass_int,final_year_pass_rating,final_year_rush_att,final_year_rush_yds,final_year_rush_yds_per_att,final_year_rush_td,final_year_rec,final_year_rec_yds,final_year_rec_yds_per_rec,final_year_rec_td,final_year_scrim_att,final_year_scrim_yds,final_year_scrim_yds_per_att,final_year_scrim_td,final_year_tackles_solo,final_year_tackles_assists,final_year_tackles_total,final_year_tackles_loss,final_year_sacks,final_year_def_int,final_year_def_int_yds,final_year_def_int_yds_per_int,final_year_def_int_td,final_year_pass_defended,final_year_fumbles_rec,final_year_fumbles_rec_yds,final_year_fumbles_rec_td,final_year_fumbles_forced,final_year_punt_ret,final_year_punt_ret_yds,final_year_punt_ret_yds_per_ret,final_year_punt_ret_td,final_year_kick_ret,final_year_kick_ret_yds,final_year_kick_ret_yds_per_ret,final_year_kick_ret_td
1886,106,4,2011,Christian Ballard,DT,Iowa,Big Ten,MIN,62.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.25,38.25,5.375,3.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,43.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,107,4,2011,Kris Durham,WR,Georgia,SEC,SEA,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,277.25,15.4,1.0,16.0,277.25,15.4,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,659.0,20.6,3.0,32.0,659.0,20.6,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,109,4,2011,Colin McCarthy,LB,Miami (FL),ACC,TEN,57.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,29.2,61.0,7.0,1.0,0.6,10.4,10.4,0.0,0.0,0.0,5.4,0.2,0.2,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,68.0,120.0,11.5,2.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,112,4,2011,Greg Salas,WR,Hawaii,WAC,STL,63.46666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,1086.25,14.299999999999999,6.5,71.25,1086.25,14.299999999999999,6.5,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.5,13.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1889.0,15.9,14.0,119.0,1889.0,15.9,14.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,-2.0,-0.4,0.0,0.0,0.0,0.0,0.0
1895,115,4,2011,Kendall Hunter,RB,Oklahoma St.,Big 12,SFO,74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1045.25,5.75,9.25,15.75,129.75,8.825,0.5,192.75,1175.0,6.05,9.75,1.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1548.0,5.7,16.0,20.0,101.0,5.1,0.0,291.0,1649.0,5.7,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,116,4,2011,Casey Matthews,LB,Oregon,Pac-10,PHI,50.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,30.5,61.25,7.625,2.25,1.0,6.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0,79.0,9.0,3.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,119,4,2011,Delone Carter,RB,Syracuse,Big East,IND,63.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.5,776.0,5.05,6.0,7.0,52.0,5.324999999999999,0.25,168.5,828.0,5.125,6.25,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,1233.0,5.3,9.0,8.0,45.0,5.6,0.0,239.0,1278.0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,123,4,2011,Tandon Doss,WR,Indiana,Big Ten,BAL,60.3,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,96.66666666666667,4.966666666666666,0.6666666666666666,51.333333333333336,618.0,12.333333333333334,4.333333333333333,65.33333333333333,714.6666666666666,11.6,5.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,163.0,5.8,1.0,63.0,706.0,11.2,7.0,91.0,869.0,9.5,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,124,4,2011,Owen Marecic,RB,Stanford,Pac-10,CLE,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.75,1.275,2.25,6.25,64.5,9.4,0.25,15.25,81.25,5.7250000000000005,2.5,8.0,5.75,13.75,1.375,0.5,0.5,9.75,4.875,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,46.0,2.0,5.0,9.0,75.0,8.3,0.0,32.0,121.0,3.8,5.0,30.0,21.0,51.0,5.5,2.0,2.0,39.0,19.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,126,4,2011,Bilal Powell,RB,Louisville,Big East,NYJ,63.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,584.5,5.550000000000001,4.75,11.25,86.0,7.625000000000001,0.75,120.25,670.5,5.750000000000001,5.5,1.5,0.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,1405.0,6.1,11.0,18.0,158.0,8.8,3.0,247.0,1563.0,6.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,130,4,2011,Jamie Harper,RB,Clemson,ACC,TEN,56.95,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.66666666666667,437.0,4.333333333333333,4.0,16.666666666666668,132.66666666666666,6.400000000000001,1.0,120.33333333333333,569.6666666666666,4.633333333333333,5.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,760.0,3.9,7.0,35.0,328.0,9.4,3.0,232.0,1088.0,4.7,10.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,132,5,2011,Kealoha Pilares,WR,Hawaii,WAC,CAR,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,175.25,6.025,2.0,52.25,622.75,10.850000000000001,5.5,83.5,798.0,9.625,7.5,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1306.0,14.8,15.0,88.0,1306.0,14.8,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,133,5,2011,Johnny White,RB,North Carolina,ACC,BUF,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,315.5,4.3,2.0,11.75,127.5,7.25,0.25,73.25,443.0,4.65,2.25,4.25,2.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,720.0,5.5,7.0,24.0,288.0,12.0,0.0,154.0,1008.0,6.5,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,136,5,2011,Anthony Sherman,RB,Connecticut,Big East,ARI,81.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,15.25,3.2,0.0,12.0,119.25,8.575,0.25,16.25,134.5,7.25,0.25,11.0,4.75,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.0,11.0,127.0,11.5,1.0,15.0,128.0,8.5,1.0,11.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,140,5,2011,Gabe Miller,LB,Oregon St.,Pac-10,KAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,41.333333333333336,5.166666666666667,0.3333333333333333,2.6666666666666665,41.333333333333336,5.166666666666667,0.3333333333333333,9.666666666666666,12.666666666666666,22.333333333333332,4.333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,44.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,141,5,2011,D.J. Williams,TE,Arkansas,SEC,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,463.75,13.775,2.5,38.0,463.75,13.775,2.5,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,627.0,11.6,4.0,54.0,627.0,11.6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,142,5,2011,Karl Klug,DT,Iowa,Big Ten,TEN,67.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,20.75,35.0,7.75,2.875,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.0,57.0,13.0,5.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,145,5,2011,Jacquizz Rodgers,RB,Oregon St.,Pac-10,ATL,68.9,0.6666666666666666,0.6666666666666666,66.66666666666667,8.333333333333334,8.333333333333334,21.666666666666668,0.6666666666666666,0.0,356.6666666666667,262.6666666666667,1292.3333333333333,4.8999999999999995,15.333333333333334,50.333333333333336,352.0,7.233333333333333,1.6666666666666667,313.0,1644.3333333333333,5.233333333333333,17.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,11.0,11.0,31.0,1.0,0.0,522.4,256.0,1184.0,4.6,14.0,44.0,287.0,6.5,3.0,300.0,1471.0,4.9,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,148,5,2011,Denarius Moore,WR,Tennessee,SEC,OAK,67.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,26.25,4.85,0.25,28.0,501.0,18.525,4.5,30.5,527.25,18.125,4.75,2.75,0.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,82.0,11.7,1.0,47.0,981.0,20.9,9.0,54.0,1063.0,19.7,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,149,5,2011,Dion Lewis,RB,Pittsburgh,Big East,PHI,67.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1430.0,5.15,15.0,26.0,202.5,7.8,0.5,298.0,1632.5,5.45,15.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,1061.0,4.8,13.0,27.0,216.0,8.0,0.0,246.0,1277.0,5.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,152,5,2011,T.J. Yates,QB,North Carolina,ACC,HOU,60.9,198.75,319.25,61.7,2344.25,7.525,6.9,14.5,11.5,134.525,55.0,-83.25,-1.75,1.75,0.0,0.0,0.0,0.0,55.0,-83.25,-1.75,1.75,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,422.0,66.8,3418.0,8.1,8.0,19.0,9.0,145.5,79.0,-77.0,-1.0,3.0,0.0,0.0,0.0,0.0,79.0,-77.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,153,5,2011,Jeremy Kerley,WR,TCU,MWC,NYJ,68.10000000000001,1.25,1.75,75.0,33.75,22.375,19.25,0.25,0.25,279.20000000000005,15.75,76.5,4.35,2.0,30.0,324.75,10.45,3.0,45.75,401.25,8.3,5.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,324.75,10.3,0.5,9.25,251.5,13.575,0.0,2.0,2.0,100.0,37.0,18.5,28.5,1.0,0.0,420.4,18.0,97.0,5.4,2.0,56.0,575.0,10.3,10.0,74.0,672.0,9.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,388.0,12.9,0.0,19.0,527.0,27.7,0.0
1935,155,5,2011,Niles Paul,WR,Nebraska,Big 12,WAS,61.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,14.0,3.2,0.25,25.75,383.0,12.100000000000001,1.25,28.0,397.0,11.575,1.5,2.5,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,2.8,0.0,39.0,516.0,13.2,1.0,44.0,530.0,12.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,157,5,2011,Doug Hogue,LB,Syracuse,Big East,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,120.75,2.4749999999999996,0.75,3.5,34.75,5.025,0.25,31.5,155.5,2.725,1.0,27.25,15.0,42.25,6.625,3.125,0.75,22.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,35.0,95.0,10.5,3.0,2.0,58.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,159,5,2011,Lee Smith,TE,Tennessee,CUSA,NWE,71.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,18.75,197.75,8.975,0.75,19.0,197.75,8.825,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,358.0,9.4,3.0,38.0,358.0,9.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,160,5,2011,Nathan Enderle,QB,Idaho,WAC,CHI,0.0,194.75,356.75,54.2,2521.0,7.074999999999999,6.175,18.5,15.0,122.4,57.0,-87.25,-1.575,0.75,0.25,-3.25,-3.25,0.0,57.25,-90.5,-1.625,0.75,1.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,478.0,56.7,3314.0,6.9,6.3,22.0,16.0,123.4,59.0,-197.0,-3.3,1.0,1.0,-13.0,-13.0,0.0,60.0,-210.0,-3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,162,5,2011,Chris Carter,LB,Fresno St.,WAC,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22.25,51.25,9.5,4.875,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,55.0,16.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,165,5,2011,Pernell McPhee,DE,Mississippi St.,SEC,BAL,74.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.5,45.5,11.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,35.0,10.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,166,6,2011,Lawrence Wilson,LB,Central Connecticut St.,Big East,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,50.75,112.25,8.875,2.375,1.25,44.0,32.325,0.75,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,52.0,123.0,10.0,3.5,1.0,55.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,167,6,2011,Ryan Whalen,WR,Stanford,Pac-10,CIN,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,471.0,12.575,1.75,35.0,471.0,12.575,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,439.0,10.7,2.0,41.0,439.0,10.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,169,6,2011,Chris White,LB,Mississippi St.,SEC,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,43.5,92.5,9.75,3.25,1.0,2.5,1.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,56.0,110.0,15.5,6.0,2.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,171,6,2011,Quan Sturdivant,LB,North Carolina,ACC,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,29.25,77.25,6.875,1.75,1.0,22.5,11.375,0.25,0.75,0.25,12.25,0.25,0.25,0.25,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,61.0,8.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
